iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
33,"(21, 3)","(22, 3)",West,"[((20, 3), 'West', 1)]","[(21, 3), (24, 1), (28, 1), (27, 4), (33, 4), (31, 6), (25, 4), (35, 4)]","[(20, 3), (24, 1), (28, 1), (27, 4), (33, 4), (31, 6), (25, 4), (35, 4)]","[(31, 5), (23, 1), (34, 1), (27, 1), (28, 3), (32, 3), (35, 2), (29, 4), (31, 4), (22, 1), (21, 3), (31, 1), (20, 1), (23, 3), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (29, 3), (31, 3), (23, 2), (22, 3), (27, 2), (19, 1), (33, 3), (35, 3), (24, 3), (26, 3), (29, 5), (31, 2), (21, 1)]",20,22,22
34,"(20, 3)","(21, 3)",West,"[((19, 3), 'West', 1)]","[(20, 3), (24, 1), (28, 1), (27, 4), (33, 4), (31, 6), (25, 4), (35, 4)]","[(19, 3), (24, 1), (28, 1), (27, 4), (33, 4), (31, 6), (25, 4), (35, 4)]","[(31, 5), (23, 1), (34, 1), (27, 1), (28, 3), (32, 3), (35, 2), (29, 4), (31, 4), (22, 1), (21, 3), (31, 1), (20, 1), (23, 3), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (29, 3), (31, 3), (23, 2), (20, 3), (22, 3), (27, 2), (19, 1), (33, 3), (35, 3), (24, 3), (26, 3), (29, 5), (31, 2), (21, 1)]",21,21,21
35,"(19, 3)","(20, 3)",West,"[((18, 3), 'West', 1)]","[(19, 3), (24, 1), (28, 1), (27, 4), (33, 4), (31, 6), (25, 4), (35, 4)]","[(18, 3), (24, 1), (28, 1), (27, 4), (33, 4), (31, 6), (25, 4), (35, 4)]","[(31, 5), (23, 1), (34, 1), (27, 1), (28, 3), (19, 3), (32, 3), (35, 2), (29, 4), (31, 4), (22, 1), (21, 3), (31, 1), (20, 1), (23, 3), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (29, 3), (31, 3), (23, 2), (20, 3), (22, 3), (27, 2), (19, 1), (33, 3), (35, 3), (24, 3), (26, 3), (29, 5), (31, 2), (21, 1)]",22,20,20
36,"(18, 3)","(19, 3)",West,"[((17, 3), 'West', 1)]","[(18, 3), (24, 1), (28, 1), (27, 4), (33, 4), (31, 6), (25, 4), (35, 4)]","[(17, 3), (24, 1), (28, 1), (27, 4), (33, 4), (31, 6), (25, 4), (35, 4)]","[(31, 5), (23, 1), (34, 1), (27, 1), (28, 3), (19, 3), (32, 3), (35, 2), (29, 4), (31, 4), (22, 1), (21, 3), (31, 1), (20, 1), (23, 3), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (18, 3), (29, 3), (31, 3), (23, 2), (20, 3), (22, 3), (27, 2), (19, 1), (33, 3), (35, 3), (24, 3), (26, 3), (29, 5), (31, 2), (21, 1)]",23,19,19
37,"(17, 3)","(18, 3)",West,"[((16, 3), 'West', 1)]","[(17, 3), (24, 1), (28, 1), (27, 4), (33, 4), (31, 6), (25, 4), (35, 4)]","[(16, 3), (24, 1), (28, 1), (27, 4), (33, 4), (31, 6), (25, 4), (35, 4)]","[(31, 5), (23, 1), (34, 1), (27, 1), (28, 3), (17, 3), (19, 3), (32, 3), (35, 2), (29, 4), (31, 4), (22, 1), (21, 3), (31, 1), (20, 1), (23, 3), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (18, 3), (29, 3), (31, 3), (23, 2), (20, 3), (22, 3), (27, 2), (19, 1), (33, 3), (35, 3), (24, 3), (26, 3), (29, 5), (31, 2), (21, 1)]",24,18,18
38,"(16, 3)","(17, 3)",West,"[((15, 3), 'West', 1)]","[(16, 3), (24, 1), (28, 1), (27, 4), (33, 4), (31, 6), (25, 4), (35, 4)]","[(15, 3), (24, 1), (28, 1), (27, 4), (33, 4), (31, 6), (25, 4), (35, 4)]","[(31, 5), (23, 1), (34, 1), (27, 1), (28, 3), (17, 3), (19, 3), (32, 3), (35, 2), (29, 4), (31, 4), (22, 1), (21, 3), (31, 1), (20, 1), (23, 3), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (16, 3), (18, 3), (29, 3), (31, 3), (23, 2), (20, 3), (22, 3), (27, 2), (19, 1), (33, 3), (35, 3), (24, 3), (26, 3), (29, 5), (31, 2), (21, 1)]",25,17,17
39,"(15, 3)","(16, 3)",West,"[((15, 4), 'North', 1), ((15, 2), 'South', 1), ((14, 3), 'West', 1)]","[(15, 3), (24, 1), (28, 1), (27, 4), (33, 4), (31, 6), (25, 4), (35, 4)]","[(15, 2), (14, 3), (28, 1), (24, 1), (15, 4), (31, 6), (25, 4), (35, 4), (27, 4), (33, 4)]","[(31, 5), (23, 1), (34, 1), (27, 1), (28, 3), (17, 3), (19, 3), (32, 3), (35, 2), (29, 4), (31, 4), (22, 1), (21, 3), (31, 1), (20, 1), (23, 3), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (16, 3), (18, 3), (29, 3), (31, 3), (23, 2), (20, 3), (22, 3), (27, 2), (19, 1), (33, 3), (35, 3), (24, 3), (26, 3), (15, 3), (29, 5), (31, 2), (21, 1)]",26,16,16
40,"(15, 2)","(15, 3)",South,"[((15, 1), 'South', 1)]","[(15, 2), (14, 3), (28, 1), (24, 1), (15, 4), (31, 6), (25, 4), (35, 4), (27, 4), (33, 4)]","[(15, 1), (14, 3), (28, 1), (24, 1), (15, 4), (31, 6), (25, 4), (35, 4), (27, 4), (33, 4)]","[(31, 5), (23, 1), (34, 1), (27, 1), (28, 3), (17, 3), (19, 3), (32, 3), (35, 2), (15, 2), (29, 4), (31, 4), (22, 1), (21, 3), (31, 1), (20, 1), (23, 3), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (16, 3), (18, 3), (29, 3), (31, 3), (23, 2), (20, 3), (22, 3), (27, 2), (19, 1), (33, 3), (35, 3), (24, 3), (26, 3), (15, 3), (29, 5), (31, 2), (21, 1)]",27,15,15
41,"(15, 1)","(15, 2)",South,"[((16, 1), 'East', 1)]","[(15, 1), (14, 3), (28, 1), (24, 1), (15, 4), (31, 6), (25, 4), (35, 4), (27, 4), (33, 4)]","[(14, 3), (16, 1), (28, 1), (24, 1), (15, 4), (31, 6), (25, 4), (35, 4), (27, 4), (33, 4)]","[(31, 5), (23, 1), (34, 1), (27, 1), (28, 3), (17, 3), (19, 3), (32, 3), (35, 2), (15, 2), (29, 4), (31, 4), (22, 1), (21, 3), (31, 1), (20, 1), (23, 3), (34, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (16, 3), (15, 1), (18, 3), (29, 3), (31, 3), (23, 2), (20, 3), (22, 3), (27, 2), (19, 1), (33, 3), (35, 3), (24, 3), (26, 3), (15, 3), (29, 5), (31, 2), (21, 1)]",28,14,14
42,"(14, 3)","(15, 3)",West,"[((13, 3), 'West', 1)]","[(14, 3), (16, 1), (28, 1), (24, 1), (15, 4), (31, 6), (25, 4), (35, 4), (27, 4), (33, 4)]","[(13, 3), (16, 1), (28, 1), (24, 1), (15, 4), (31, 6), (25, 4), (35, 4), (27, 4), (33, 4)]","[(31, 5), (23, 1), (34, 1), (27, 1), (28, 3), (17, 3), (19, 3), (32, 3), (35, 2), (15, 2), (29, 4), (31, 4), (22, 1), (21, 3), (31, 1), (20, 1), (23, 3), (34, 3), (14, 3), (27, 3), (30, 5), (33, 1), (25, 3), (35, 1), (16, 3), (15, 1), (18, 3), (29, 3), (31, 3), (23, 2), (20, 3), (22, 3), (27, 2), (19, 1), (33, 3), (35, 3), (24, 3), (26, 3), (15, 3), (29, 5), (31, 2), (21, 1)]",27,15,15
